A!REFDES!COMP_REUSE_ID!COMP_SIGNAL_MODEL!COMP_NO_XNET_CONNECTION!COMP_PARENT_PPT!COMP_SYMBOL_EDITED!COMP_PARENT_PPT_PART!COMP_EMBEDDED_PLACEMENT!
J!/projects/HEP_Instrumentation/cad/designs/uob-hep-pc049a/trunk/design_files/worklib/pc049a_toplevel/physical/02_09_2014_pc049a_toplevel_36_a16-5.brd!Fri Oct  3 09:30:51 2014!-300.0000!-200.0000!500.0000!350.0000!0.0001!millimeters!PC049A_TOPLEVEL!62.755906 mil!10!UP TO DATE!
S!LK22_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK23_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK24_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK25_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK26_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK27_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK28_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK29_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK30_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK31_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK32_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK33_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK34_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK35_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK36_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK37_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK38_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK39_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK40_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK41_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK42_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK43_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK44_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK45_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK46_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK47_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK48_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK49_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK50_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK51_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK52_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK53_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK54_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK55_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK56_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK57_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK58_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK59_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK60_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK61_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK62_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK63_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK64_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK65_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK66_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK67_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
S!LK68_1!!!!1-HOLE!!1-HOLE_0-8-BASE!!
